Название товара	Душевая кабина TIMO T-1170
Описание товара	Стильным дизайном, который украшает любой интерьер, вас порадует душевой бокс T-1170.  Модель славится дополнительными функциями для гидромассажа, музыкальным оборудованием, подсветкой и вентиляцией. Благодаря антискользящему дну в ней невозможно поскользнуться, упасть и получить травму. Использование качественных и экологически чистых материалов обеспечивает приятную эксплуатацию и долгий срок службы.  Использование душевой кабины достаточно безопасно. На простой электронной панели расположены все необходимые режимы и функций, который вы можете переключать легким касанием пальца.
Цена в рублях	152300
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Веб Маркет
Количество отзывов	0
Тип	Душевая кабина
Длина, см	170
Ширина, см	88
Высота, см	220
Толщина стекла, мм	5
Стекло	Тонированное
Управление	Автоматическое
Страна-изготовитель	Финляндия
Материал дверей	Стекло
Установлено	Радио
Бренд	Timo
Адрес товара	https://www.ozon.ru/product/275453804?oos_search=false
Статус 	Закончился
