Название товара	Душевая кабина ARCUS (AS-116)
Описание товара	поддон высокий 50см фронтальные стекла серые тонированные задние стекла черные зеркальные центральная панель стекло черное зеркальное хромированный алюминиевый профиль регулируемые ролики хромированные ручки для дверей 5-и режимный смеситель ручная лейка на штанге 6 больших гидромассажных форсунок верхняя лейка «тропический душ» стеклянная полка пульт управления с функциями: радио, свет, вентилятор подголовник светильник с функцией хромотерапии излив для набора воды в поддон слив-перелив с сифоном
Цена в рублях	95200
Цена без скидки	-
Оценка покупателей	0%
Название магазина	FillHome КБТ
Количество отзывов	0
Тип	Душевая кабина
Длина, см	150
Ширина, см	150
Высота, см	220
Толщина стекла, мм	4
Стекло	Тонированное
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	1500х1500х2200
Монтаж	Напольный
Форма	Четверть круга
Адрес товара	https://www.ozon.ru/product/270119981?oos_search=false
Статус 	Закончился
